benefit_id,card_id,row_type,benefit_group,benefit_title,benefit_summary,benefit_content,category,category_id,on_offline,benefit_type,benefit_value,benefit_unit,target_merchants,excluded_merchants,performance_level,performance_min,performance_max,min_amount,max_count,max_limit,max_limit_unit,updated_at,benefit_main_title
109,AAP1731,유의사항,연회비,연회비 유의사항,"해외에서 카드 결제 시, 현지 통화가 아닌 원화로 결제하는 경우 해외원화결제서비스(DCC) 수수료가 추가로 발생할 수 있으므로 유의하시기 바랍니다.해외원화결제서비스(DCC) 차단방법 : 홈페이지(PC) 또는 앱 → ","해외에서 카드 결제 시, 현지 통화가 아닌 원화로 결제하는 경우 해외원화결제서비스(DCC) 수수료가 추가로 발생할 수 있으므로 유의하시기 바랍니다.해외원화결제서비스(DCC) 차단방법 : 홈페이지(PC) 또는 앱 → 전체메뉴 → 고객센터 → 해외 이용 → 해외 이용 잠금 서비스",,,,,,,,,,,,,,,,2026-04-30 23:09:56,연회비 유의사항
110,AAP1731,유의사항,연회비,연회비 유의사항,해외원화결제서비스(DCC) 차단방법 : 홈페이지(PC) 또는 앱 → 전체메뉴 → 고객센터 → 해외 이용 → 해외 이용 잠금 서비스,해외원화결제서비스(DCC) 차단방법 : 홈페이지(PC) 또는 앱 → 전체메뉴 → 고객센터 → 해외 이용 → 해외 이용 잠금 서비스,,,,,,,,,,,,,,,,2026-04-30 23:09:56,연회비 유의사항
111,AAP1731,유의사항,연회비,연회비 유의사항,"해외 이용 시(해외 사이트 거래 포함) 미화(USD) 기준 거래미화금액에 접수일의 우리은행 최초 고시 전신환매도율을 적용한 후, 국제브랜드사가 부과하는 브랜드사수수료(Mastercard 1%)와 삼성카드가 부과하는 ","해외 이용 시(해외 사이트 거래 포함) 미화(USD) 기준 거래미화금액에 접수일의 우리은행 최초 고시 전신환매도율을 적용한 후, 국제브랜드사가 부과하는 브랜드사수수료(Mastercard 1%)와 삼성카드가 부과하는 해외이용수수료(0.2%)를 합산하여 원화로 청구됩니다.브랜드사수수료의 경우 국제브랜드사 정책에 따라 변경될 수 있습니다.",,,,,,,,,,,,,,,,2026-04-30 23:09:56,연회비 유의사항
112,AAP1731,유의사항,연회비,연회비 유의사항,브랜드사수수료의 경우 국제브랜드사 정책에 따라 변경될 수 있습니다.,브랜드사수수료의 경우 국제브랜드사 정책에 따라 변경될 수 있습니다.,,,,,,,,,,,,,,,,2026-04-30 23:09:56,연회비 유의사항
113,AAP1731,유의사항,연회비,연회비 유의사항,해외 이용 시 청구금액 산출방법은 아래와 같습니다.해외 이용 시 청구금액 = (거래미화금액 × 전신환매도율①) + 브랜드사수수료② + 해외이용수수료③① 전신환매도율 : 접수일의 우리은행 최초 고시 전신환매도율② 브랜,해외 이용 시 청구금액 산출방법은 아래와 같습니다.해외 이용 시 청구금액 = (거래미화금액 × 전신환매도율①) + 브랜드사수수료② + 해외이용수수료③① 전신환매도율 : 접수일의 우리은행 최초 고시 전신환매도율② 브랜드사수수료 = [거래미화금액 × 국제브랜드 이용 수수료율1%] × 전신환매도율③ 해외이용수수료 = (거래미화금액 × 해외서비스 수수료율0.2%) × 전신환매도율,,,,,,,,,,,,,,,,2026-04-30 23:09:56,연회비 유의사항
114,AAP1731,유의사항,연회비,연회비 유의사항,해외 이용 시 청구금액 = (거래미화금액 × 전신환매도율①) + 브랜드사수수료② + 해외이용수수료③① 전신환매도율 : 접수일의 우리은행 최초 고시 전신환매도율② 브랜드사수수료 = [거래미화금액 × 국제브랜드 이용 수,해외 이용 시 청구금액 = (거래미화금액 × 전신환매도율①) + 브랜드사수수료② + 해외이용수수료③① 전신환매도율 : 접수일의 우리은행 최초 고시 전신환매도율② 브랜드사수수료 = [거래미화금액 × 국제브랜드 이용 수수료율1%] × 전신환매도율③ 해외이용수수료 = (거래미화금액 × 해외서비스 수수료율0.2%) × 전신환매도율,,,,,,,,,,,,,,,,2026-04-30 23:09:56,연회비 유의사항
115,AAP1731,유의사항,연회비,연회비 유의사항,① 전신환매도율 : 접수일의 우리은행 최초 고시 전신환매도율,① 전신환매도율 : 접수일의 우리은행 최초 고시 전신환매도율,,,,,,,,,,,,,,,,2026-04-30 23:09:56,연회비 유의사항
116,AAP1731,유의사항,연회비,연회비 유의사항,② 브랜드사수수료 = [거래미화금액 × 국제브랜드 이용 수수료율1%] × 전신환매도율,② 브랜드사수수료 = [거래미화금액 × 국제브랜드 이용 수수료율1%] × 전신환매도율,,,,,,,,,,,,,,,,2026-04-30 23:09:56,연회비 유의사항
117,AAP1731,유의사항,연회비,연회비 유의사항,③ 해외이용수수료 = (거래미화금액 × 해외서비스 수수료율0.2%) × 전신환매도율,③ 해외이용수수료 = (거래미화금액 × 해외서비스 수수료율0.2%) × 전신환매도율,,,,,,,,,,,,,,,,2026-04-30 23:09:56,연회비 유의사항
118,ABP1689,주요혜택,바우처 서비스,바우처 서비스,바우처 서비스,바우처 서비스,,,,서비스,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
119,ABP1689,상세혜택,바우처 서비스,서비스안내,"임신, 출산, 육아 등 국가가 지원하는 바우처를 해당 카드로 이용 가능","임신, 출산, 육아 등 국가가 지원하는 바우처를 해당 카드로 이용 가능",교육/육아,20,,,,,육아,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
120,ABP1689,상세혜택,바우처 서비스,건강보험 임신·출산 진료비 지원,지원대상 : 건강보험 가입자 또는 피부양자인 임산부,지원대상 : 건강보험 가입자 또는 피부양자인 임산부,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
121,ABP1689,상세혜택,바우처 서비스,건강보험 임신·출산 진료비 지원,지원금액 : 임신1회당100만원(다태아 임산부140만원),지원금액 : 임신1회당100만원(다태아 임산부140만원),,,,,1000000,원,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
122,ABP1689,상세혜택,바우처 서비스,건강보험 임신·출산 진료비 지원,지원기간 : 카드 수령일~분만 예정일 이후2년,지원기간 : 카드 수령일~분만 예정일 이후2년,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
123,ABP1689,상세혜택,바우처 서비스,건강보험 임신·출산 진료비 지원,이용방법 : 전국 요양기관에서 결제 시 이용 의사 표시,이용방법 : 전국 요양기관에서 결제 시 이용 의사 표시,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
124,ABP1689,상세혜택,바우처 서비스,건강보험 임신·출산 진료비 지원,"신청방법① 삼성카드 홈페이지·앱(평일09:00~20:00)② 국민행복 삼성카드 전용 상담센터1566-3336(평일09:00~18:00)③ 방문 신청 : 신세계백화점 고객센터, 삼성카드 영업점, 국민건강보험공단 지사,","신청방법① 삼성카드 홈페이지·앱(평일09:00~20:00)② 국민행복 삼성카드 전용 상담센터1566-3336(평일09:00~18:00)③ 방문 신청 : 신세계백화점 고객센터, 삼성카드 영업점, 국민건강보험공단 지사,MG새마을금고","백화점/아울렛/면세점, 페이/간편결제","4, 10",Offline,,,,"백화점,신세계,페이",,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
125,ABP1689,상세혜택,바우처 서비스,청소년산모 임신·출산 진료비 지원,지원대상 : 만19세 이하 청소년 임산부,지원대상 : 만19세 이하 청소년 임산부,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
126,ABP1689,상세혜택,바우처 서비스,청소년산모 임신·출산 진료비 지원,지원금액 : 임신1회당120만원 이내,지원금액 : 임신1회당120만원 이내,,,,,1200000,원,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
127,ABP1689,상세혜택,바우처 서비스,청소년산모 임신·출산 진료비 지원,지원기간 : 카드 수령일~분만 예정일 이후2년,지원기간 : 카드 수령일~분만 예정일 이후2년,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
128,ABP1689,상세혜택,바우처 서비스,청소년산모 임신·출산 진료비 지원,이용방법 : 전국 요양기관에서 결제 시 이용 의사 표시,이용방법 : 전국 요양기관에서 결제 시 이용 의사 표시,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
129,ABP1689,상세혜택,바우처 서비스,첫만남 이용권 지원,지원대상 :2022.1.1이후 출생아로 출생 신고되어 주민등록번호를 부여받은 아동,지원대상 :2022.1.1이후 출생아로 출생 신고되어 주민등록번호를 부여받은 아동,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
130,ABP1689,상세혜택,바우처 서비스,첫만남 이용권 지원,지원금액 : 아동1인당200만원(2024.1.1 이후 출생한 둘째아 이상은 300만원),지원금액 : 아동1인당200만원(2024.1.1 이후 출생한 둘째아 이상은 300만원),,,,,2000000,원,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
131,ABP1689,상세혜택,바우처 서비스,첫만남 이용권 지원,지원기간 : 아동 출생일(주민등록번호 기준)~2년,지원기간 : 아동 출생일(주민등록번호 기준)~2년,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
132,ABP1689,상세혜택,바우처 서비스,첫만남 이용권 지원,"지원범위 : 모든 업종에서 이용 가능(단, 아이돌봄서비스 이용건, 면세점, 호텔, 항공, 철도, 유흥 및 사행 업종, 이미용실을 제외한 위생 업종, 레저 업종, 성인용품 등 기타 업종 이용건 등은 제외되며, 호텔, ","지원범위 : 모든 업종에서 이용 가능(단, 아이돌봄서비스 이용건, 면세점, 호텔, 항공, 철도, 유흥 및 사행 업종, 이미용실을 제외한 위생 업종, 레저 업종, 성인용품 등 기타 업종 이용건 등은 제외되며, 호텔, 항공, 철도의 경우 일부 온라인 결제건은 이용 가능)","백화점/아울렛/면세점, 레저/스포츠, 항공","4, 9, 18",Online,서비스,,,"면세점,레저,항공",,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
133,ABP1689,상세혜택,바우처 서비스,첫만남 이용권 지원,"이용방법 : 첫만남 이용권 바우처가 제공되는 국민행복 삼성카드로, 바우처 결제가 가능한 유통점에서 구매(포인트 적용 결제 건, 할부, 정기결제, 무승인 결제 등은 이용이 불가하며, 삼성카드에서 진행하는 프로모션과 중","이용방법 : 첫만남 이용권 바우처가 제공되는 국민행복 삼성카드로, 바우처 결제가 가능한 유통점에서 구매(포인트 적용 결제 건, 할부, 정기결제, 무승인 결제 등은 이용이 불가하며, 삼성카드에서 진행하는 프로모션과 중복 적용되지 않을 수 있음)",,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
134,ABP1689,상세혜택,바우처 서비스,첫만남 이용권 지원,"신청방법 : 아동의 주민등록 주소지 관할 읍·면·동 행정복지센터, 복지로(www.bokjiro.go.kr) 또는 정부24(www.gov.kr) 홈페이지, 우편 또는 팩스","신청방법 : 아동의 주민등록 주소지 관할 읍·면·동 행정복지센터, 복지로(www.bokjiro.go.kr) 또는 정부24(www.gov.kr) 홈페이지, 우편 또는 팩스",페이/간편결제,10,,,,,페이,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
135,ABP1689,상세혜택,바우처 서비스,어린이집 보육료 지원,지원대상 : 만0세~5세 어린이집 등원 자녀를 둔 부모,지원대상 : 만0세~5세 어린이집 등원 자녀를 둔 부모,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
136,ABP1689,상세혜택,바우처 서비스,어린이집 보육료 지원,지원금액 : 지원 대상별로 다름,지원금액 : 지원 대상별로 다름,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
137,ABP1689,상세혜택,바우처 서비스,어린이집 보육료 지원,지원기간 : 어린이집 등원 시점까지,지원기간 : 어린이집 등원 시점까지,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
138,ABP1689,상세혜택,바우처 서비스,어린이집 보육료 지원,"이용방법 : 국민행복 삼성카드로 어린이집 보육료 결제(아이사랑 홈페이지·앱,ARS, 방문)","이용방법 : 국민행복 삼성카드로 어린이집 보육료 결제(아이사랑 홈페이지·앱,ARS, 방문)",페이/간편결제,10,,,,,페이,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
139,ABP1689,상세혜택,바우처 서비스,어린이집 보육료 지원,"신청방법 : 아동 주민등록 주소지 행정복지센터, 복지로 홈페이지","신청방법 : 아동 주민등록 주소지 행정복지센터, 복지로 홈페이지",페이/간편결제,10,,,,,페이,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
140,ABP1689,상세혜택,바우처 서비스,산모·신생아 건강 관리 지원,"지원대상 : 출산(예정)일40일 전부터 출산 후30일 이내, 기준 중위 소득150%이하인 임산부","지원대상 : 출산(예정)일40일 전부터 출산 후30일 이내, 기준 중위 소득150%이하인 임산부",,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
141,ABP1689,상세혜택,바우처 서비스,산모·신생아 건강 관리 지원,지원금액 : 지원 대상별로 다름,지원금액 : 지원 대상별로 다름,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
142,ABP1689,상세혜택,바우처 서비스,산모·신생아 건강 관리 지원,신청방법 : 산모 주민등록 주소지 관할 시·군·구 보건소,신청방법 : 산모 주민등록 주소지 관할 시·군·구 보건소,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
143,ABP1689,상세혜택,바우처 서비스,유치원 유아학비 지원,지원대상 : 만3세~5세 유치원 등원 자녀를 둔 부모,지원대상 : 만3세~5세 유치원 등원 자녀를 둔 부모,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
144,ABP1689,상세혜택,바우처 서비스,유치원 유아학비 지원,지원금액 : 지원 대상별로 다름,지원금액 : 지원 대상별로 다름,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
145,ABP1689,상세혜택,바우처 서비스,유치원 유아학비 지원,지원기간 : 유치원 등원 시점까지,지원기간 : 유치원 등원 시점까지,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
146,ABP1689,상세혜택,바우처 서비스,유치원 유아학비 지원,"이용방법 : 국민행복 삼성카드로 유치원 유아학비 카드인증(유아학비지원시스템,ARS, 방문, 위임)","이용방법 : 국민행복 삼성카드로 유치원 유아학비 카드인증(유아학비지원시스템,ARS, 방문, 위임)",,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
147,ABP1689,상세혜택,바우처 서비스,유치원 유아학비 지원,"신청방법 : 아동 주민등록 주소지 관할 행정복지센터, 복지로 홈페이지","신청방법 : 아동 주민등록 주소지 관할 행정복지센터, 복지로 홈페이지",페이/간편결제,10,,,,,페이,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
148,ABP1689,상세혜택,바우처 서비스,아이돌봄 서비스,지원대상 : 만12세 이하 아동에 대한 돌봄이 필요한 가정,지원대상 : 만12세 이하 아동에 대한 돌봄이 필요한 가정,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
149,ABP1689,상세혜택,바우처 서비스,아이돌봄 서비스,지원금액 : 지원 대상별로 다름,지원금액 : 지원 대상별로 다름,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
150,ABP1689,상세혜택,바우처 서비스,아이돌봄 서비스,"신청방법 : 전국 읍·면·동 행정복지센터, 아이돌봄서비스 홈페이지","신청방법 : 전국 읍·면·동 행정복지센터, 아이돌봄서비스 홈페이지",페이/간편결제,10,,서비스,,,페이,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
151,ABP1689,상세혜택,바우처 서비스,기저귀·조제분유 지원,지원대상 : 만 2세 미만 영아(0~24개월) 부모,지원대상 : 만 2세 미만 영아(0~24개월) 부모,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
152,ABP1689,상세혜택,바우처 서비스,기저귀·조제분유 지원,"지원금액 : 기저귀 월90,000원, 조제분유 월110,000원","지원금액 : 기저귀 월90,000원, 조제분유 월110,000원",,,,,90000,원,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
153,ABP1689,상세혜택,바우처 서비스,기저귀·조제분유 지원,지원기간 : 카드 수령일~24개월,지원기간 : 카드 수령일~24개월,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
154,ABP1689,상세혜택,바우처 서비스,기저귀·조제분유 지원,"이용방법 : 기저귀·조제분유 바우처가 제공되는 국민행복 삼성카드로, 바우처 결제 가능한 유통점에서 구매","이용방법 : 기저귀·조제분유 바우처가 제공되는 국민행복 삼성카드로, 바우처 결제 가능한 유통점에서 구매",,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
155,ABP1689,상세혜택,바우처 서비스,기저귀·조제분유 지원,신청방법 : 영아 주민등록 주소지 관할 시·군·구 보건소,신청방법 : 영아 주민등록 주소지 관할 시·군·구 보건소,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
156,ABP1689,상세혜택,바우처 서비스,여성청소년 위생용품 지원,지원대상 : 일정 소득 이하 가구의 만9~24세 여성청소년,지원대상 : 일정 소득 이하 가구의 만9~24세 여성청소년,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
157,ABP1689,상세혜택,바우처 서비스,여성청소년 위생용품 지원,"지원금액 : 월13,000원","지원금액 : 월13,000원",,,,,13000,원,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
158,ABP1689,상세혜택,바우처 서비스,여성청소년 위생용품 지원,지원기간 : 최대192개월(16년)(지원 대상별로 다름),지원기간 : 최대192개월(16년)(지원 대상별로 다름),,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
159,ABP1689,상세혜택,바우처 서비스,여성청소년 위생용품 지원,"이용방법 : 여성청소년 위생용품 지원 바우처가 제공되는 국민행복 삼성카드로, 바우처 결제 가능한 유통점에서 구매","이용방법 : 여성청소년 위생용품 지원 바우처가 제공되는 국민행복 삼성카드로, 바우처 결제 가능한 유통점에서 구매",,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
160,ABP1689,상세혜택,바우처 서비스,여성청소년 위생용품 지원,"신청방법 : 청소년 주민등록 주소지 읍·면·동 행정복지센터, 복지로 홈페이지","신청방법 : 청소년 주민등록 주소지 읍·면·동 행정복지센터, 복지로 홈페이지",페이/간편결제,10,,,,,페이,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
161,ABP1689,상세혜택,바우처 서비스,에너지 바우처 지원,지원대상 : 하·동절기 에너지 취약계층 가구,지원대상 : 하·동절기 에너지 취약계층 가구,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
162,ABP1689,상세혜택,바우처 서비스,에너지 바우처 지원,"지원내용 : 냉·난방용 에너지원(전기, 도시가스, 등유, LPG, 연탄 등) 구입","지원내용 : 냉·난방용 에너지원(전기, 도시가스, 등유, LPG, 연탄 등) 구입",,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
163,ABP1689,상세혜택,바우처 서비스,에너지 바우처 지원,신청방법 : 전국 읍·면·동 행정복지센터,신청방법 : 전국 읍·면·동 행정복지센터,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
164,ABP1689,유의사항,바우처 서비스,유의사항,바우처 이용 시점에 정상 카드 보유 시 혜택 제공,바우처 이용 시점에 정상 카드 보유 시 혜택 제공,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
165,ABP1689,유의사항,바우처 서비스,유의사항,국가바우처는 정부 정책에 따라 변경될 수 있음,국가바우처는 정부 정책에 따라 변경될 수 있음,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
166,ABP1689,유의사항,바우처 서비스,유의사항,국가바우처 관련 자세한 내용은 주관 기관 및 삼성카드 홈페이지를 통해 확인국가바우처 바로가기,국가바우처 관련 자세한 내용은 주관 기관 및 삼성카드 홈페이지를 통해 확인국가바우처 바로가기,,,,,,,,,,,,,,,,2026-04-30 23:09:59,정부지원 국가바우처
167,ABP1689,주요혜택,쇼핑 캐시백,쇼핑 캐시백,쇼핑 캐시백,쇼핑 캐시백,,,,캐시백,,,,,,,,,,,,2026-04-30 23:09:59,쇼핑 2% 캐시백
168,ABP1689,상세혜택,쇼핑 캐시백,서비스안내,백화점·프리미엄 아울렛·할인점·온라인쇼핑몰·생활잡화·신선식품 배송 2% 캐시백,백화점·프리미엄 아울렛·할인점·온라인쇼핑몰·생활잡화·신선식품 배송 2% 캐시백,"온라인쇼핑, 슈퍼마켓/생활잡화, 백화점/아울렛/면세점","1, 3, 4",Both,할인,2,%,"온라인쇼핑,생활잡화,백화점,아울렛",,,,,,,,,2026-04-30 23:09:59,쇼핑 2% 캐시백
169,ABP1689,상세혜택,쇼핑 캐시백,대상점,"업종: 백화점 | 캐시백 대상: 신세계/롯데/현대/갤러리아/동아/대구백화점, AK플라자, NC 대전 유성점","업종: 백화점 | 캐시백 대상: 신세계/롯데/현대/갤러리아/동아/대구백화점, AK플라자, NC 대전 유성점",백화점/아울렛/면세점,4,Offline,캐시백,,,"백화점,신세계,롯데,현대,갤러리아,동아,대구백화점,AK플라자,NC 대전 유성점",,,,,,,,,2026-04-30 23:09:59,쇼핑 2% 캐시백
170,ABP1689,상세혜택,쇼핑 캐시백,대상점,"업종: 프리미엄 아울렛 | 캐시백 대상: 신세계사이먼 프리미엄 아울렛, 현대프리미엄아울렛","업종: 프리미엄 아울렛 | 캐시백 대상: 신세계사이먼 프리미엄 아울렛, 현대프리미엄아울렛",백화점/아울렛/면세점,4,Offline,캐시백,,,"아울렛,신세계,현대,신세계사이먼 프리미엄 아울렛,현대프리미엄아울렛",,,,,,,,,2026-04-30 23:09:59,쇼핑 2% 캐시백
171,ABP1689,상세혜택,쇼핑 캐시백,대상점,"업종: 할인점 | 캐시백 대상: 이마트, 트레이더스, 롯데마트, 홈플러스","업종: 할인점 | 캐시백 대상: 이마트, 트레이더스, 롯데마트, 홈플러스","슈퍼마켓/생활잡화, 백화점/아울렛/면세점","3, 4",Offline,할인,,,"이마트,트레이더스,롯데마트,홈플러스,롯데",,,,,,,,,2026-04-30 23:09:59,쇼핑 2% 캐시백
172,ABP1689,상세혜택,쇼핑 캐시백,대상점,"업종: 온라인 쇼핑몰 | 캐시백 대상: 삼성카드 쇼핑, G마켓, 옥션, 11번가, 인터파크, 쿠팡, 티몬, 위메프, SSG.COM, 롯데ON","업종: 온라인 쇼핑몰 | 캐시백 대상: 삼성카드 쇼핑, G마켓, 옥션, 11번가, 인터파크, 쿠팡, 티몬, 위메프, SSG.COM, 롯데ON","온라인쇼핑, 백화점/아울렛/면세점","1, 4",Online,캐시백,,,"삼성카드 쇼핑,G마켓,옥션,11번가,인터파크,쿠팡,티몬,위메프,SSG.COM,롯데ON,롯데",,,,,,,,,2026-04-30 23:09:59,쇼핑 2% 캐시백
173,ABP1689,상세혜택,쇼핑 캐시백,대상점,업종: 생활잡화 | 캐시백 대상: 다이소,업종: 생활잡화 | 캐시백 대상: 다이소,슈퍼마켓/생활잡화,3,,캐시백,,,"생활잡화,다이소",,,,,,,,,2026-04-30 23:09:59,쇼핑 2% 캐시백
174,ABP1689,상세혜택,쇼핑 캐시백,대상점,"업종: 신선식품 배송 | 캐시백 대상: 마켓컬리, 오아시스마켓","업종: 신선식품 배송 | 캐시백 대상: 마켓컬리, 오아시스마켓",온라인쇼핑,1,,캐시백,,,"마켓컬리,오아시스마켓",,,,,,,,,2026-04-30 23:09:59,쇼핑 2% 캐시백
175,ABP1689,상세혜택,쇼핑 캐시백,캐시백기준,전월 이용금액대별 통합 월 캐시백한도: 30만원 이상 | 전월 이용금액대별 통합 월 캐시백한도.1: 60만원 이상 | 전월 이용금액대별 통합 월 캐시백한도.2: 100만원 이상,전월 이용금액대별 통합 월 캐시백한도: 30만원 이상 | 전월 이용금액대별 통합 월 캐시백한도.1: 60만원 이상 | 전월 이용금액대별 통합 월 캐시백한도.2: 100만원 이상,,,,캐시백,300000,원,,,,,,,,,,2026-04-30 23:09:59,쇼핑 2% 캐시백
176,ABP1689,상세혜택,쇼핑 캐시백,캐시백기준,"전월 이용금액대별 통합 월 캐시백한도: 2,000원 | 전월 이용금액대별 통합 월 캐시백한도.1: 4,000원 | 전월 이용금액대별 통합 월 캐시백한도.2: 6,000원","전월 이용금액대별 통합 월 캐시백한도: 2,000원 | 전월 이용금액대별 통합 월 캐시백한도.1: 4,000원 | 전월 이용금액대별 통합 월 캐시백한도.2: 6,000원",,,,캐시백,2000,원,,,,,,,,,,2026-04-30 23:09:59,쇼핑 2% 캐시백
177,ABP1689,상세혜택,쇼핑 캐시백,이용조건,전월 이용금액30만원 이상 시 제공,전월 이용금액30만원 이상 시 제공,,,,,300000,원,,,30만원 이상,300000,,,,,,2026-04-30 23:09:59,쇼핑 2% 캐시백
178,ABP1689,상세혜택,쇼핑 캐시백,이용조건,발급월+1개월까지는 전월 이용금액30만원 미만 시에도30만원 이상~60만원 미만 실적구간 혜택 제공(전월 이용금액60만원 이상 시에는 해당 실적구간 혜택 제공),발급월+1개월까지는 전월 이용금액30만원 미만 시에도30만원 이상~60만원 미만 실적구간 혜택 제공(전월 이용금액60만원 이상 시에는 해당 실적구간 혜택 제공),,,,,300000,원,,,30만원 이상 ~ 60만원 미만,300000,600000,,,,,2026-04-30 23:09:59,쇼핑 2% 캐시백
179,ABP1689,상세혜택,쇼핑 캐시백,이용조건,탈회 후 카드를 재발급받은 경우 전월 이용실적(일시불 및 할부 합산 30만원 이상) 충족 시 제공,탈회 후 카드를 재발급받은 경우 전월 이용실적(일시불 및 할부 합산 30만원 이상) 충족 시 제공,,,,,300000,원,,,,,,,,,,2026-04-30 23:09:59,쇼핑 2% 캐시백
180,ABP1689,상세혜택,쇼핑 캐시백,캐시백 제외 대상,"국가바우처 이용건(보육료·유아학비 본인 부담금은 캐시백 적용), 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건","국가바우처 이용건(보육료·유아학비 본인 부담금은 캐시백 적용), 기프트/선불카드(포인트, 사이버머니 등 전자지급수단 포함) 구매 및 충전, 상품권 구매건",,,,캐시백,,,,,,,,,,,,2026-04-30 23:09:59,쇼핑 2% 캐시백
181,ABP1689,유의사항,쇼핑 캐시백,유의사항,"백화점·프리미엄 아울렛은 오프라인 일반 결제건에 한하며, 쇼핑 외 결제건(상품권, 주차장 등), 임대매장은 제외","백화점·프리미엄 아울렛은 오프라인 일반 결제건에 한하며, 쇼핑 외 결제건(상품권, 주차장 등), 임대매장은 제외",,,,,,,,,,,,,,,,2026-04-30 23:09:59,쇼핑 2% 캐시백
182,ABP1689,유의사항,쇼핑 캐시백,유의사항,"할인점은 온라인몰도 포함되며, 기업형 슈퍼마켓(이마트 에브리데이, 롯데슈퍼, 홈플러스 익스프레스 등), 쇼핑 외 결제건(상품권, 주차장 등), 임대매장은 제외","할인점은 온라인몰도 포함되며, 기업형 슈퍼마켓(이마트 에브리데이, 롯데슈퍼, 홈플러스 익스프레스 등), 쇼핑 외 결제건(상품권, 주차장 등), 임대매장은 제외",,,,,,,,,,,,,,,,2026-04-30 23:09:59,쇼핑 2% 캐시백
183,ABP1689,유의사항,쇼핑 캐시백,유의사항,"생활잡화는 오프라인 일반 결제건에 한하며, 임대매장은 제외","생활잡화는 오프라인 일반 결제건에 한하며, 임대매장은 제외",,,,,,,,,,,,,,,,2026-04-30 23:09:59,쇼핑 2% 캐시백
184,ABP1689,유의사항,쇼핑 캐시백,유의사항,신선식품 배송은 공식 홈페이지·앱을 통한 결제건에 한함,신선식품 배송은 공식 홈페이지·앱을 통한 결제건에 한함,,,,,,,,,,,,,,,,2026-04-30 23:09:59,쇼핑 2% 캐시백
