card_id,company,card_name,card_type,image_url,link_url
09137,국민,NEED Global 카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09137_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09137
09162,국민,ALL point 카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09162_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09162
09169,국민,다담카드(비 OTP),신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09169_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09169
09174,국민,청춘대로 톡톡카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09174_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09174
09180,국민,롯데마트 KB국민카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09180_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09180
09231,국민,톡톡 Pay카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09231_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09231
09243,국민,Easy pick카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09243_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09243
09244,국민,Easy on카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09244_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09244
09246,국민,Easy auto 티타늄카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09246_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09246
09247,국민,마이핏카드(적립형),신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09247_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09247
09248,국민,마이핏카드(할인형),신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09248_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09248
09250,국민,The Easy카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09250_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09250
09253,국민,Easy ring 티타늄카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09253_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09253
09272,국민,톡톡 with카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09272_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09272
09283,국민,스마트 지킴이카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09283_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09283
09293,국민,쿠팡 와우 카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/29292_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09293
09297,국민,KB국민 톡톡 with 체크카드,체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09297_img.png,
09298,국민,YOU Wish up 카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09298_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09298
09314,국민,LFmall 신용카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09314_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09314
09321,국민,K-패스카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09321_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09321
09322,국민,K-패스체크카드,체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09322_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09322
09383,국민,KB손해보험 마이펫카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09383_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09383
09389,국민,TMAP KB국민카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09389_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09389
09561,국민,WE:SH Travel,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09561_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09561
09570,국민,WE:SH Daily 카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09570_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09570
09579,국민,KB라이프 딱좋은 요즘 건강 KB카드,신용,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09579_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09579
09659,국민,틴업 체크카드,체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09659_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09659
09674,국민,틴업 체크카드(하츄핑),체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09674_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09674
09675,국민,틴업 체크카드(초롱핑),체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09675_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09675
09676,국민,틴업 체크카드(오로라핑),체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09676_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09676
09677,국민,틴업 체크카드(빛나핑),체크,https://img1.kbcard.com/ST/img/cxc/kbcard/upload/img/product/09677_img.png,https://card.kbcard.com/CRD/DVIEW/HCAMCXPRICAC0076?mainCC=a&cooperationcode=09677
