benefit_id,card_id,row_type,benefit_group,benefit_title,benefit_summary,category,on_offline,region,benefit_type,value,unit,target_merchants,excluded_merchants,performance_level,max_limit,benefit_content,updated_at 
9,ABP1384,할인기준,포인트 적립,이용조건,일반 가맹점 연간 이용금액 300만원 이상: 0.4%,,,,,0.4,%,,,,,일반 가맹점 연간 이용금액 300만원 이상: 0.4%,2026-04-08 13:22
10,ABP1384,할인기준,포인트 적립,이용조건,"음식점, 주유, 할인점 연간 이용금액 300만원 미만: 0.4%",,,,,0.4,%,,,,,"음식점, 주유, 할인점 연간 이용금액 300만원 미만: 0.4%",2026-04-08 13:22
11,ABP1384,할인기준,포인트 적립,이용조건,"음식점, 주유, 할인점 연간 이용금액 300만원 이상: 0.8%",,,,,0.8,%,,,,,"음식점, 주유, 할인점 연간 이용금액 300만원 이상: 0.8%",2026-04-08 13:22
12,ABP1384,할인기준,포인트 적립,이용조건,연간 이용금액은 본인이 발급받은 해당 카드 이용금액을 기준으로 산정(연 기준 : 카드 최초 발급월~1년),,,,,,,,,,,연간 이용금액은 본인이 발급받은 해당 카드 이용금액을 기준으로 산정(연 기준 : 카드 최초 발급월~1년),2026-04-08 13:22
13,ABP1384,할인기준,포인트 적립,이용조건,매년 카드 최초 발급월 기준으로 이용금액이 300만원 이상일 경우 다음 날부터 상향된 적립률 적용,,,,,,,,,,,매년 카드 최초 발급월 기준으로 이용금액이 300만원 이상일 경우 다음 날부터 상향된 적립률 적용,2026-04-08 13:22
14,ABP1384,유의사항,포인트 적립,할인 제외 대상,"법인공용카드, 무이자할부, 다이어트할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 고용/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 대학 등록금, 대중교통, 택시, 선불카드 충전(삼성유포인트카드, 삼성전자 멤버십 BLUE 삼성선불카드, 삼성올앳카드), 휴대폰알림서비스(S.InfoCare), 스마트오토서비스, 이마트 이클럽 등의 이용금액",,,,,,,,,,,"법인공용카드, 무이자할부, 다이어트할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 고용/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 대학 등록금, 대중교통, 택시, 선불카드 충전(삼성유포인트카드, 삼성전자 멤버십 BLUE 삼성선불카드, 삼성올앳카드), 휴대폰알림서비스(S.InfoCare), 스마트오토서비스, 이마트 이클럽 등의 이용금액",2026-04-08 13:22
15,ABP1384,유의사항,포인트 적립,유의사항,삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에 한합니다.,,,,,,,,,,,삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에 한합니다.,2026-04-08 13:22
16,ABP1384,유의사항,포인트 적립,유의사항,해당 가맹점이 실제 등록한 업종에 따라 적립률이 다르게 적용됩니다.,,,,,,,,,,,해당 가맹점이 실제 등록한 업종에 따라 적립률이 다르게 적용됩니다.,2026-04-08 13:22
17,ABP1384,유의사항,포인트 적립,유의사항,이마트 에브리데이 상품공급점 결제건은 제외됩니다.,,,,,,,,,,,이마트 에브리데이 상품공급점 결제건은 제외됩니다.,2026-04-08 13:22
18,ABP1384,유의사항,포인트 적립,유의사항,일부 임대매장 및 식품매장 결제건은 제외됩니다.,,,,,,,,,,,일부 임대매장 및 식품매장 결제건은 제외됩니다.,2026-04-08 13:22
19,ABP1384,유의사항,포인트 적립,유의사항,보너스클럽 이용 시 보너스포인트와 빅포인트 중 높은 적립률의 포인트가 적립됩니다.,,,,,,,,,,,보너스클럽 이용 시 보너스포인트와 빅포인트 중 높은 적립률의 포인트가 적립됩니다.,2026-04-08 13:22
20,ABP1384,유의사항,포인트 적립,유의사항,"적립된 빅포인트는 보너스포인트, 서비스포인트, 멤버십리워즈와 합산하여 사용할 수 있습니다.",,,,,,,,,,,"적립된 빅포인트는 보너스포인트, 서비스포인트, 멤버십리워즈와 합산하여 사용할 수 있습니다.",2026-04-08 13:22
21,ABP1384,유의사항,포인트 적립,유의사항,"빅포인트의 유효기간은 5년으로, 유효기간 만료 시 월 단위로 자동 소멸됩니다.",,,,,,,,,,,"빅포인트의 유효기간은 5년으로, 유효기간 만료 시 월 단위로 자동 소멸됩니다.",2026-04-08 13:22
22,ABP1384,유의사항,포인트 적립,유의사항,2014년 4월 30일까지 적립된 빅포인트의 유효기간은 3년으로 적용됩니다.,,,,,,,,,,,2014년 4월 30일까지 적립된 빅포인트의 유효기간은 3년으로 적용됩니다.,2026-04-08 13:22
23,ABP1384,혜택,놀이공원 할인,서비스안내,놀이공원 자유이용권 50%·워터파크 입장권 30% 현장할인,문화/엔터,Both,국내,할인,,,,,,,놀이공원 자유이용권 50%·워터파크 입장권 30% 현장할인,2026-04-08 13:22
24,ABP1384,할인기준,놀이공원 할인,이용조건,에버랜드 서비스내용: 자유이용권 50% 현장할인 홈페이지 예매 할인 가능(제휴 할인 카드 선택)예약하기,,,,,50,%,,,,,에버랜드 서비스내용: 자유이용권 50% 현장할인 홈페이지 예매 할인 가능(제휴 할인 카드 선택)예약하기,2026-04-08 13:22
25,ABP1384,할인기준,놀이공원 할인,이용조건,롯데월드 서비스내용: 자유이용권 50% 현장할인 홈페이지 예매 할인 가능(제휴 할인 카드 선택)예약하기,,,,,50,%,,,,,롯데월드 서비스내용: 자유이용권 50% 현장할인 홈페이지 예매 할인 가능(제휴 할인 카드 선택)예약하기,2026-04-08 13:22
26,ABP1384,할인기준,놀이공원 할인,이용조건,"서울랜드, 통도환타지아, 대전오월드,경주월드 서비스내용: 자유이용권 50% 현장할인",,,,,50,%,,,,,"서울랜드, 통도환타지아, 대전오월드,경주월드 서비스내용: 자유이용권 50% 현장할인",2026-04-08 13:22
27,ABP1384,할인기준,놀이공원 할인,이용조건,이월드 서비스내용: 자유이용권 50% 현장할인 또는 무료 입장,,,,,50,%,,,,,이월드 서비스내용: 자유이용권 50% 현장할인 또는 무료 입장,2026-04-08 13:22
28,ABP1384,할인기준,놀이공원 할인,이용조건,"캐리비안베이, 아쿠아환타지아,캘리포니아비치 서비스내용: 입장권 30% 현장할인",,,,,30,%,,,,,"캐리비안베이, 아쿠아환타지아,캘리포니아비치 서비스내용: 입장권 30% 현장할인",2026-04-08 13:22
29,ABP1384,할인기준,놀이공원 할인,이용조건,"중흥골드스파, 디오션리조트 워터파크, 스파밸리 서비스내용: 입장권 30% 현장할인(동반 1인 포함)",,,,,301,%,,,,,"중흥골드스파, 디오션리조트 워터파크, 스파밸리 서비스내용: 입장권 30% 현장할인(동반 1인 포함)",2026-04-08 13:22
30,ABP1384,할인기준,놀이공원 할인,이용조건,직전 3개월 월평균 일시불 및 할부 이용금액 30만원 이상 시 제공,,,,,,,,,,,직전 3개월 월평균 일시불 및 할부 이용금액 30만원 이상 시 제공,2026-04-08 13:22
31,ABP1384,할인기준,놀이공원 할인,이용조건,"아래의 경우, 발급월+2개월까지는 이용금액에 관계없이 1회 제공",,,,,,,,,,,"아래의 경우, 발급월+2개월까지는 이용금액에 관계없이 1회 제공",2026-04-08 13:22
32,ABP1384,할인기준,놀이공원 할인,이용조건,삼성카드 신규 회원,,,,,,,,,,,삼성카드 신규 회원,2026-04-08 13:22
33,ABP1384,할인기준,놀이공원 할인,이용조건,직전 3개월 동안 무실적 회원이 카드를 추가·교체 발급한 경우,,,,,,,,,,,직전 3개월 동안 무실적 회원이 카드를 추가·교체 발급한 경우,2026-04-08 13:22
34,ABP1384,할인기준,놀이공원 할인,이용조건,"카드당 통합 일 1회, 연 5회 제공",,,,,,,,,,,"카드당 통합 일 1회, 연 5회 제공",2026-04-08 13:22
35,ABP1384,할인기준,놀이공원 할인,이용조건,연 기준 : 1.1~12.31,,,,,,,,,,,연 기준 : 1.1~12.31,2026-04-08 13:22
36,ABP1384,혜택,CGV 할인,서비스안내,"CGV 현장에서 5,000원 이상 결제시 3,000원 현장할인",문화/엔터,Both,국내,할인,,,,,,,"CGV 현장에서 5,000원 이상 결제시 3,000원 현장할인",2026-04-08 13:22
37,ABP1384,할인기준,CGV 할인,이용조건,직전 3개월 월평균 일시불 및 할부 이용금액 30만원 이상 시 제공,,,,,,,,,,,직전 3개월 월평균 일시불 및 할부 이용금액 30만원 이상 시 제공,2026-04-08 13:22
38,ABP1384,할인기준,CGV 할인,이용조건,"아래의 경우, 발급월+2개월간 1회 제공",,,,,,,,,,,"아래의 경우, 발급월+2개월간 1회 제공",2026-04-08 13:22
39,ABP1384,할인기준,CGV 할인,이용조건,삼성카드 신규 회원,,,,,,,,,,,삼성카드 신규 회원,2026-04-08 13:22
40,ABP1384,할인기준,CGV 할인,이용조건,직전 3개월 동안 무실적 회원이 카드를 추가·교체 발급한 경우,,,,,,,,,,,직전 3개월 동안 무실적 회원이 카드를 추가·교체 발급한 경우,2026-04-08 13:22
41,ABP1384,할인기준,CGV 할인,이용조건,"통합 일 1회, 연 3회 제공",,,,,,,,,,,"통합 일 1회, 연 3회 제공",2026-04-08 13:22
42,ABP1384,할인기준,CGV 할인,이용조건,연 기준 : 1.1~12.31,,,,,,,,,,,연 기준 : 1.1~12.31,2026-04-08 13:22
43,ABP1384,혜택,CGV 할인,서비스안내,"CGV 홈페이지 및 앱을 통해 5,000원 이상 결제 시 3,000원 즉시할인",문화/엔터,Both,국내,할인,,,,,,,"CGV 홈페이지 및 앱을 통해 5,000원 이상 결제 시 3,000원 즉시할인",2026-04-08 13:22
44,ABP1384,할인기준,CGV 할인,이용조건,"일 1회, 연 3회 제공",,,,,,,,,,,"일 1회, 연 3회 제공",2026-04-08 13:22
45,ABP1384,할인기준,CGV 할인,이용조건,직전 3개월 월평균 일시불 및 할부 이용금액 30만원 이상 시 제공,,,,,,,,,,,직전 3개월 월평균 일시불 및 할부 이용금액 30만원 이상 시 제공,2026-04-08 13:22
46,ABP1384,할인기준,CGV 할인,이용조건,"아래의 경우, 발급월+2개월까지는 이용금액에 관계없이 1회 제공",,,,,,,,,,,"아래의 경우, 발급월+2개월까지는 이용금액에 관계없이 1회 제공",2026-04-08 13:22
47,ABP1384,할인기준,CGV 할인,이용조건,삼성카드 신규 회원,,,,,,,,,,,삼성카드 신규 회원,2026-04-08 13:22
48,ABP1384,할인기준,CGV 할인,이용조건,직전 3개월 동안 무실적 회원이 카드를 추가·교체 발급한 경우,,,,,,,,,,,직전 3개월 동안 무실적 회원이 카드를 추가·교체 발급한 경우,2026-04-08 13:22
49,ABP1384,유의사항,CGV 할인,유의사항,예매 대행사이트 이용 시 즉시할인이 적용되지 않습니다.,,,,,,,,,,,예매 대행사이트 이용 시 즉시할인이 적용되지 않습니다.,2026-04-08 13:22
50,ABP1384,유의사항,CGV 할인,유의사항,"삼성카드의 다른 혜택과 중복 적용되지 않으며,할인 혜택이 큰 금액만 적용됩니다.",,,,,,,,,,,"삼성카드의 다른 혜택과 중복 적용되지 않으며,할인 혜택이 큰 금액만 적용됩니다.",2026-04-08 13:22
51,ABP1384,혜택,후불교통 서비스,서비스안내,후불교통카드 기능 제공,대중교통/택시,Offline,국내,서비스,,,,,,,후불교통카드 기능 제공,2026-04-08 13:22
52,ABP1384,할인기준,후불교통 서비스,이용조건,발급대상 : 만 19세 이상(연체 등 신용상태에 따라 이용 제한 가능),,,,,19,,,,,,발급대상 : 만 19세 이상(연체 등 신용상태에 따라 이용 제한 가능),2026-04-08 13:22
53,ABP1384,할인기준,후불교통 서비스,이용조건,후불교통 이용금액 청구방식(결제일 25일 기준 : 전월 13일~해당월 12일),,,,,251312,,,,,,후불교통 이용금액 청구방식(결제일 25일 기준 : 전월 13일~해당월 12일),2026-04-08 13:22
54,ABP1384,할인기준,후불교통 서비스,이용조건,2015년 2월 23일 이후 발급 시 : 체크카드 결제계좌로 해당월 25일에 청구,,,,,201522325,,,,,,2015년 2월 23일 이후 발급 시 : 체크카드 결제계좌로 해당월 25일에 청구,2026-04-08 13:22
55,ABP1384,할인기준,후불교통 서비스,이용조건,"2015년 2월 22일 이전 발급 시 : 신용카드 보유 시 신용카드 결제일에 결제계좌로 통합 청구되며, 체크카드만 보유 시 최초 발급받은 체크카드 결제계좌로 해당월 25일에 청구",,,,,201522225,,,,,,"2015년 2월 22일 이전 발급 시 : 신용카드 보유 시 신용카드 결제일에 결제계좌로 통합 청구되며, 체크카드만 보유 시 최초 발급받은 체크카드 결제계좌로 해당월 25일에 청구",2026-04-08 13:22
56,ABP1384,유의사항,후불교통 서비스,유의사항,택시 이용건은 제외됩니다.,,,,,,,,,,,택시 이용건은 제외됩니다.,2026-04-08 13:22
57,ABP1384,유의사항,후불교통 서비스,유의사항,후불교통 이용금액 연체 시 신용상 불이익을 받을 수 있습니다.,,,,,,,,,,,후불교통 이용금액 연체 시 신용상 불이익을 받을 수 있습니다.,2026-04-08 13:22
1,ABP1383,혜택,KSP,KSP,0.2%~0.6% 캐시백,,Both,국내,서비스,,,,,,,0.2%~0.6% 캐시백,2026-04-08 13:22
2,ABP1383,혜택,KSP,KSP,놀이공원 할인 서비스,,Both,국내,서비스,,,,,,,놀이공원 할인 서비스,2026-04-08 13:22
3,ABP1383,혜택,국내가맹점 캐시백,서비스안내,업종 및 연간 이용금액에 따라 0.2%~0.6% 캐시백,,Both,국내,캐시백,2,%,,"고용/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 대학 등록금, 선불카드 충전(삼성유포인트카드, 삼성전자 멤버십 BLUE 삼성선불카드, 삼성올앳카드), 휴대폰알림서비스(S.InfoCare), 스마트오토서비스, 이마트 이클럽, 일부 가맹점의 의약품 결제건 등의 이용금액 / 중국공상은행 삼성체크카드 & CASHBACK의 해외 이용건",,,업종 및 연간 이용금액에 따라 0.2%~0.6% 캐시백,2026-04-08 13:22
4,ABP1383,할인기준,국내가맹점 캐시백,이용조건,일반 가맹점 | 0.2% | 0.4%,,,,,0.20.4,%,,,,,일반 가맹점 | 0.2% | 0.4%,2026-04-08 13:22
5,ABP1383,할인기준,국내가맹점 캐시백,이용조건,"음식점, 주유, 할인점 | 0.3% | 0.6%",,,,,0.30.6,%,,,,,"음식점, 주유, 할인점 | 0.3% | 0.6%",2026-04-08 13:22
6,ABP1383,할인기준,국내가맹점 캐시백,이용조건,"음식점 : 한식, 양식, 일식, 중식, 뷔페, 패밀리레스토랑, 간이음식점, 패스트푸드 등 모든 음식점",,,,,,,,,,,"음식점 : 한식, 양식, 일식, 중식, 뷔페, 패밀리레스토랑, 간이음식점, 패스트푸드 등 모든 음식점",2026-04-08 13:22
7,ABP1383,할인기준,국내가맹점 캐시백,이용조건,주유 : 전국 주유소 및 LPG충전소,,,,,,,,,,,주유 : 전국 주유소 및 LPG충전소,2026-04-08 13:22
8,ABP1383,할인기준,국내가맹점 캐시백,이용조건,"할인점 : 이마트(에브리데이, 트레이더스 포함), 홈플러스, 롯데마트, 빅마켓",,,,,,,,,,,"할인점 : 이마트(에브리데이, 트레이더스 포함), 홈플러스, 롯데마트, 빅마켓",2026-04-08 13:22
9,ABP1383,할인기준,국내가맹점 캐시백,이용조건,캐시백은 결제한 다음 달 15일에 결제계좌로 입금(월 1회),,,,,151,,,,,,캐시백은 결제한 다음 달 15일에 결제계좌로 입금(월 1회),2026-04-08 13:22
10,ABP1383,할인기준,국내가맹점 캐시백,이용조건,연간 이용금액은 본인이 발급받은 해당 카드 이용금액을 기준으로 산정(연 기준 : 카드 최초 발급월~1년),,,,,,,,,,,연간 이용금액은 본인이 발급받은 해당 카드 이용금액을 기준으로 산정(연 기준 : 카드 최초 발급월~1년),2026-04-08 13:22
11,ABP1383,할인기준,국내가맹점 캐시백,이용조건,매년 카드 최초 발급월 기준으로 이용금액이 300만원 이상일 경우 다음 날부터 상향된 적립률 적용,,,,,,,,,,,매년 카드 최초 발급월 기준으로 이용금액이 300만원 이상일 경우 다음 날부터 상향된 적립률 적용,2026-04-08 13:22
12,ABP1383,유의사항,국내가맹점 캐시백,할인 제외 대상,"고용/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 대학 등록금, 선불카드 충전(삼성유포인트카드, 삼성전자 멤버십 BLUE 삼성선불카드, 삼성올앳카드), 휴대폰알림서비스(S.InfoCare), 스마트오토서비스, 이마트 이클럽, 일부 가맹점의 의약품 결제건 등의 이용금액",,,,,,,,,,,"고용/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 대학 등록금, 선불카드 충전(삼성유포인트카드, 삼성전자 멤버십 BLUE 삼성선불카드, 삼성올앳카드), 휴대폰알림서비스(S.InfoCare), 스마트오토서비스, 이마트 이클럽, 일부 가맹점의 의약품 결제건 등의 이용금액",2026-04-08 13:22
13,ABP1383,유의사항,국내가맹점 캐시백,할인 제외 대상,중국공상은행 삼성체크카드 & CASHBACK의 해외 이용건,,,,,,,,,,,중국공상은행 삼성체크카드 & CASHBACK의 해외 이용건,2026-04-08 13:22
14,ABP1383,유의사항,국내가맹점 캐시백,유의사항,삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에 한합니다.,,,,,,,,,,,삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에 한합니다.,2026-04-08 13:22
15,ABP1383,유의사항,국내가맹점 캐시백,유의사항,해당 가맹점이 실제 등록한 업종에 따라 적립률이 다르게 적용됩니다.,,,,,,,,,,,해당 가맹점이 실제 등록한 업종에 따라 적립률이 다르게 적용됩니다.,2026-04-08 13:22
16,ABP1383,유의사항,국내가맹점 캐시백,유의사항,이마트 에브리데이 상품공급점 결제건은 제외됩니다.,,,,,,,,,,,이마트 에브리데이 상품공급점 결제건은 제외됩니다.,2026-04-08 13:22
17,ABP1383,유의사항,국내가맹점 캐시백,유의사항,일부 임대매장 및 식품매장 결제건은 제외됩니다.,,,,,,,,,,,일부 임대매장 및 식품매장 결제건은 제외됩니다.,2026-04-08 13:22
18,ABP1383,유의사항,국내가맹점 캐시백,유의사항,"캐시백 제외 대상 중 ‘일부 가맹점의 의약품 결제건’의 대상점은 삼성카드 홈페이지 자주 하는 질문(FAQ)에서 확인 바랍니다.(자주 하는 질문(FAQ) → 카드 이용 → 카드 서비스 → 캐시백 제외 대상에 ‘일부 가맹점의 의약품 결제건’이 있는데, ‘일부 가맹점’은 어디인가요?)",,,,,,,,,,,"캐시백 제외 대상 중 ‘일부 가맹점의 의약품 결제건’의 대상점은 삼성카드 홈페이지 자주 하는 질문(FAQ)에서 확인 바랍니다.(자주 하는 질문(FAQ) → 카드 이용 → 카드 서비스 → 캐시백 제외 대상에 ‘일부 가맹점의 의약품 결제건’이 있는데, ‘일부 가맹점’은 어디인가요?)",2026-04-08 13:22
19,ABP1383,혜택,놀이공원 할인,서비스안내,놀이공원 자유이용권 50%·워터파크 입장권 30% 현장할인,문화/엔터,Both,국내,할인,,,,,,,놀이공원 자유이용권 50%·워터파크 입장권 30% 현장할인,2026-04-08 13:22
20,ABP1383,할인기준,놀이공원 할인,이용조건,에버랜드 서비스내용: 자유이용권 50% 현장할인 홈페이지 예매 할인 가능(제휴 할인 카드 선택)예약하기,,,,,50,%,,,,,에버랜드 서비스내용: 자유이용권 50% 현장할인 홈페이지 예매 할인 가능(제휴 할인 카드 선택)예약하기,2026-04-08 13:22
21,ABP1383,할인기준,놀이공원 할인,이용조건,롯데월드 서비스내용: 자유이용권 50% 현장할인 홈페이지 예매 할인 가능(제휴 할인 카드 선택)예약하기,,,,,50,%,,,,,롯데월드 서비스내용: 자유이용권 50% 현장할인 홈페이지 예매 할인 가능(제휴 할인 카드 선택)예약하기,2026-04-08 13:22
22,ABP1383,할인기준,놀이공원 할인,이용조건,"서울랜드, 통도환타지아, 대전오월드,경주월드 서비스내용: 자유이용권 50% 현장할인",,,,,50,%,,,,,"서울랜드, 통도환타지아, 대전오월드,경주월드 서비스내용: 자유이용권 50% 현장할인",2026-04-08 13:22
23,ABP1383,할인기준,놀이공원 할인,이용조건,이월드 서비스내용: 자유이용권 50% 현장할인 또는 무료 입장,,,,,50,%,,,,,이월드 서비스내용: 자유이용권 50% 현장할인 또는 무료 입장,2026-04-08 13:22
24,ABP1383,할인기준,놀이공원 할인,이용조건,"캐리비안베이, 아쿠아환타지아,캘리포니아비치 서비스내용: 입장권 30% 현장할인",,,,,30,%,,,,,"캐리비안베이, 아쿠아환타지아,캘리포니아비치 서비스내용: 입장권 30% 현장할인",2026-04-08 13:22
25,ABP1383,할인기준,놀이공원 할인,이용조건,"중흥골드스파, 디오션리조트 워터파크, 스파밸리 서비스내용: 입장권 30% 현장할인(동반 1인 포함)",,,,,301,%,,,,,"중흥골드스파, 디오션리조트 워터파크, 스파밸리 서비스내용: 입장권 30% 현장할인(동반 1인 포함)",2026-04-08 13:22
26,ABP1383,할인기준,놀이공원 할인,이용조건,직전 3개월 월평균 일시불 및 할부 이용금액 30만원 이상 시 제공,,,,,,,,,,,직전 3개월 월평균 일시불 및 할부 이용금액 30만원 이상 시 제공,2026-04-08 13:22
27,ABP1383,할인기준,놀이공원 할인,이용조건,"아래의 경우, 발급월+2개월까지는 이용금액에 관계없이 1회 제공",,,,,,,,,,,"아래의 경우, 발급월+2개월까지는 이용금액에 관계없이 1회 제공",2026-04-08 13:22
28,ABP1383,할인기준,놀이공원 할인,이용조건,삼성카드 신규 회원,,,,,,,,,,,삼성카드 신규 회원,2026-04-08 13:22
29,ABP1383,할인기준,놀이공원 할인,이용조건,직전 3개월 동안 무실적 회원이 카드를 추가·교체 발급한 경우,,,,,,,,,,,직전 3개월 동안 무실적 회원이 카드를 추가·교체 발급한 경우,2026-04-08 13:22
30,ABP1383,할인기준,놀이공원 할인,이용조건,"카드당 통합 일 1회, 연 5회 제공",,,,,,,,,,,"카드당 통합 일 1회, 연 5회 제공",2026-04-08 13:22
31,ABP1383,할인기준,놀이공원 할인,이용조건,연 기준 : 1.1~12.31,,,,,,,,,,,연 기준 : 1.1~12.31,2026-04-08 13:22
32,ABP1383,혜택,CGV 할인,서비스안내,"CGV 현장에서 5,000원 이상 결제시 3,000원 현장할인",문화/엔터,Both,국내,할인,,,,,,,"CGV 현장에서 5,000원 이상 결제시 3,000원 현장할인",2026-04-08 13:22
33,ABP1383,할인기준,CGV 할인,이용조건,직전 3개월 월평균 일시불 및 할부 이용금액 30만원 이상 시 제공,,,,,,,,,,,직전 3개월 월평균 일시불 및 할부 이용금액 30만원 이상 시 제공,2026-04-08 13:22
34,ABP1383,할인기준,CGV 할인,이용조건,"아래의 경우, 발급월+2개월간 1회 제공",,,,,,,,,,,"아래의 경우, 발급월+2개월간 1회 제공",2026-04-08 13:22
35,ABP1383,할인기준,CGV 할인,이용조건,삼성카드 신규 회원,,,,,,,,,,,삼성카드 신규 회원,2026-04-08 13:22
36,ABP1383,할인기준,CGV 할인,이용조건,직전 3개월 동안 무실적 회원이 카드를 추가·교체 발급한 경우,,,,,,,,,,,직전 3개월 동안 무실적 회원이 카드를 추가·교체 발급한 경우,2026-04-08 13:22
37,ABP1383,할인기준,CGV 할인,이용조건,"통합 일 1회, 연 3회 제공",,,,,,,,,,,"통합 일 1회, 연 3회 제공",2026-04-08 13:22
38,ABP1383,할인기준,CGV 할인,이용조건,연 기준 : 1.1~12.31,,,,,,,,,,,연 기준 : 1.1~12.31,2026-04-08 13:22
39,ABP1383,혜택,CGV 할인,서비스안내,"CGV 홈페이지 및 앱을 통해 5,000원 이상 결제 시 3,000원 즉시할인",문화/엔터,Both,국내,할인,,,,,,,"CGV 홈페이지 및 앱을 통해 5,000원 이상 결제 시 3,000원 즉시할인",2026-04-08 13:22
40,ABP1383,할인기준,CGV 할인,이용조건,"일 1회, 연 3회 제공",,,,,,,,,,,"일 1회, 연 3회 제공",2026-04-08 13:22
41,ABP1383,할인기준,CGV 할인,이용조건,직전 3개월 월평균 일시불 및 할부 이용금액 30만원 이상 시 제공,,,,,,,,,,,직전 3개월 월평균 일시불 및 할부 이용금액 30만원 이상 시 제공,2026-04-08 13:22
42,ABP1383,할인기준,CGV 할인,이용조건,"아래의 경우, 발급월+2개월까지는 이용금액에 관계없이 1회 제공",,,,,,,,,,,"아래의 경우, 발급월+2개월까지는 이용금액에 관계없이 1회 제공",2026-04-08 13:22
43,ABP1383,할인기준,CGV 할인,이용조건,삼성카드 신규 회원,,,,,,,,,,,삼성카드 신규 회원,2026-04-08 13:22
44,ABP1383,할인기준,CGV 할인,이용조건,직전 3개월 동안 무실적 회원이 카드를 추가·교체 발급한 경우,,,,,,,,,,,직전 3개월 동안 무실적 회원이 카드를 추가·교체 발급한 경우,2026-04-08 13:22
45,ABP1383,유의사항,CGV 할인,유의사항,예매 대행사이트 이용 시 즉시할인이 적용되지 않습니다.,,,,,,,,,,,예매 대행사이트 이용 시 즉시할인이 적용되지 않습니다.,2026-04-08 13:22
46,ABP1383,유의사항,CGV 할인,유의사항,"삼성카드의 다른 혜택과 중복 적용되지 않으며,할인 혜택이 큰 금액만 적용됩니다.",,,,,,,,,,,"삼성카드의 다른 혜택과 중복 적용되지 않으며,할인 혜택이 큰 금액만 적용됩니다.",2026-04-08 13:22
1,AAP1483,혜택,KSP,KSP,대중교통·택시 10% 결제일할인,,Both,국내,서비스,,,,,,,대중교통·택시 10% 결제일할인,2026-04-08 13:22
2,AAP1483,혜택,KSP,KSP,통신요금 10% 결제일할인,,Both,국내,서비스,,,,,,,통신요금 10% 결제일할인,2026-04-08 13:22
3,AAP1483,혜택,KSP,KSP,"CGV·롯데시네마 5,000원 결제일할인",,Both,국내,서비스,,,,,,,"CGV·롯데시네마 5,000원 결제일할인",2026-04-08 13:22
4,AAP1483,혜택,컨택리스(비접촉) 결제 지원,카드이용TIP,카드 플레이트에 위의 아이콘이 있으신가요? 컨택리스 아이콘이 있는 가맹점이라면 단말기에 카드 터치만으로 결제 가능! 카드를 삽입하거나 긁을 필요 없이 결제하세요. 국내와 해외에서 어디서든 안전하고 편리하게 결제할 수 있어요.,,Both,국내,서비스,,,,,,,카드 플레이트에 위의 아이콘이 있으신가요? 컨택리스 아이콘이 있는 가맹점이라면 단말기에 카드 터치만으로 결제 가능! 카드를 삽입하거나 긁을 필요 없이 결제하세요. 국내와 해외에서 어디서든 안전하고 편리하게 결제할 수 있어요.,2026-04-08 13:22
5,AAP1483,혜택,라이프스타일 패키지 (택1),서비스안내,라이프스타일에 따른 옵션 패키지 선택 시 업종별 결제일할인(청구할인) 또는 빅포인트 적립,,Both,국내,서비스,,,,"법인공용카드, 무이자할부, 다이어트할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 고용/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 대학 등록금, 대중교통, 택시, 고속버스(차내 단말기 및 고속버스 앱 결제), 고속도로 통행요금, 모바일 티머니, 선불카드 충전(삼성유포인트카드, 삼성전자 멤버십 BLUE 삼성선불카드, 삼성올앳카드 등), 이마트 이클럽, 문자알림서비스, 스마트오토서비스 이용금액",300000,,라이프스타일에 따른 옵션 패키지 선택 시 업종별 결제일할인(청구할인) 또는 빅포인트 적립,2026-04-08 13:22
6,AAP1483,혜택,라이프스타일 패키지 (택1),서비스안내,쇼핑 7% 결제일할인 및 1% 적립,,Both,국내,서비스,,,,"법인공용카드, 무이자할부, 다이어트할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 고용/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 대학 등록금, 대중교통, 택시, 고속버스(차내 단말기 및 고속버스 앱 결제), 고속도로 통행요금, 모바일 티머니, 선불카드 충전(삼성유포인트카드, 삼성전자 멤버십 BLUE 삼성선불카드, 삼성올앳카드 등), 이마트 이클럽, 문자알림서비스, 스마트오토서비스 이용금액",300000,,쇼핑 7% 결제일할인 및 1% 적립,2026-04-08 13:22
