notice_id,card_id,notice_category,sub_category,notice_content,updated_at
,ME4,카드 이용 유의사항,해외 결제 이용 안내,"국내외겸용 카드로 해외 이용 시(해외사이트 거래 포함) 달러(USD) 기준 거래미화금액에 접수일의 (대외결제대행은행) 최초 고시 전신환매도율을 적용한 후, 국제브랜드사가 부과하는 국제브랜드 수수료(Visa 1.1%/Amex 1.4%)와 현대카드가 부과하는 해외서비스 수수료(0.2%)를 포함하여 원화로 청구됩니다. 국제브랜드 수수료 및 대외결제대행은행 관련 자세한 내용은 현대카드 홈페이지를 참고해 주세요.",2026-04-22 01:55:58
,ME4,카드 이용 유의사항,해외 결제 이용 안내,해외 이용 시 청구 금액 산출 방법,2026-04-22 01:55:58
,ME4,카드 이용 유의사항,해외 결제 이용 안내,* 해외 이용 시 청구 금액=(거래미화금액ⅹ전신환매도율¹)+국제브랜드 수수료²+해외서비스 수수료³,2026-04-22 01:55:58
,ME4,카드 이용 유의사항,해외 결제 이용 안내,1. 전신환매도율 : 접수일의 대외결제대행은행 최초 고시 전신환매도율,2026-04-22 01:55:58
,ME4,카드 이용 유의사항,해외 결제 이용 안내,2. 국제브랜드 수수료=(거래미화금액ⅹ국제브랜드 수수료율 1.1%/1.4%)ⅹ전신환매도율,2026-04-22 01:55:58
,ME4,카드 이용 유의사항,해외 결제 이용 안내,3. 해외서비스 수수료=(거래미화금액ⅹ해외서비스 수수료율 0.2%)ⅹ전신환매도율,2026-04-22 01:55:58
,ME4,카드 이용 유의사항,해외 결제 이용 안내,해외원화결제차단서비스 신청 방법,2026-04-22 01:55:58
,ME4,카드 이용 유의사항,해외 결제 이용 안내,해외 가맹점에서 원화거래(DCC) 시 추가 수수료가 부과되므로 현지통화 또는 미화로 거래하시기 바랍니다.,2026-04-22 01:55:58
,ME4,카드 이용 유의사항,해외 결제 이용 안내,홈페이지 > Account > 카드 관리 > 해외원화결제차단 서비스,2026-04-22 01:55:58
,ME4,카드 이용 유의사항,해외 결제 이용 안내,앱 > 메뉴(좌측 상단) > 편의·안심서비스 > 해외 원화 결제 차단,2026-04-22 01:55:58
